Subject,Number,Course_Title,Primary_Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,avg_prof_gpa
ACCY,301,Atg Measurement & Disclosure,"Gong, Jianxin",4,37,42,46,20,24,0,7,0,2,1,0,0,0,3.35
ACCY,301,Atg Measurement & Disclosure,"He, Shuoyuan",8,11,18,20,18,12,0,0,0,0,0,0,0,1,3.35
ACCY,301,Atg Measurement & Disclosure,"Jackson, Kevin",17,129,132,79,151,24,15,22,8,8,3,0,2,2,3.3
ACCY,301,Atg Measurement & Disclosure,"Klevsky, Elena",4,6,12,10,4,2,4,2,0,0,0,0,0,0,3.36
ACCY,301,Atg Measurement & Disclosure,"Rennekamp, Kristina M",36,87,126,89,48,30,16,6,2,1,0,4,0,0,3.44
ACCY,301,Atg Measurement & Disclosure,"Sougiannis, Theodore",2,13,31,32,34,25,10,1,0,0,0,0,3,0,3.14
ACCY,301,Atg Measurement & Disclosure,"Wang, Zhiguang",16,80,72,66,71,39,12,11,5,1,1,0,1,1,3.31
ACCY,301,Atg Measurement & Disclosure,"White, Brian J",1,6,9,4,2,1,0,0,0,0,0,0,0,0,3.61
ACCY,301,Atg Measurement & Disclosure,"Winn, Amanda M",21,64,37,37,46,15,13,11,5,1,2,1,1,1,3.3
ACCY,301,Atg Measurement & Disclosure,"Yoon, Ha Young",2,10,16,4,14,8,0,0,0,0,0,0,0,0,3.4
ACCY,301,Atg Measurement & Disclosure,"Zhou, Hailan",17,58,137,114,74,35,14,10,5,0,1,0,4,0,3.33
ACCY,302,Decision Making for Atg,"Autrey, Romana L",8,82,117,100,107,53,12,11,7,2,1,1,1,3,3.27
ACCY,302,Decision Making for Atg,"Black, William H",1,16,21,18,27,10,3,2,0,0,1,0,0,0,3.28
ACCY,302,Decision Making for Atg,"Chatterton, Angel",0,6,3,3,9,0,1,0,0,0,1,0,0,0,3.28
ACCY,302,Decision Making for Atg,"Chen, Xiaoling",45,147,125,170,209,121,24,3,5,0,0,0,1,1,3.31
ACCY,302,Decision Making for Atg,"Cikurel, Deni",0,4,28,12,10,6,0,0,0,0,0,0,0,0,3.41
ACCY,302,Decision Making for Atg,"Davis, Gregory L",0,9,25,20,12,6,3,0,0,0,0,0,0,0,3.38
ACCY,302,Decision Making for Atg,"Demere, Paul M",0,2,10,5,3,0,1,0,0,0,0,0,0,0,3.46
ACCY,302,Decision Making for Atg,"Drnevich, Dawn J",3,40,12,39,35,10,6,7,0,0,0,1,0,0,3.31
ACCY,302,Decision Making for Atg,"Fanning, Kirsten B",0,77,132,132,83,43,31,9,7,2,0,0,1,1,3.28
ACCY,302,Decision Making for Atg,"Farrell, Anne M",3,43,29,45,39,8,12,2,0,2,0,0,1,0,3.33
ACCY,302,Decision Making for Atg,"Finnegan, Thomas",0,62,94,98,90,26,9,4,3,3,2,1,0,1,3.31
ACCY,302,Decision Making for Atg,"Garza, Brent A",9,11,15,18,13,5,4,0,0,0,0,0,0,1,3.38
ACCY,302,Decision Making for Atg,"Hudgins, Ryan M",4,8,16,12,4,2,0,8,0,0,0,0,0,0,3.33
ACCY,302,Decision Making for Atg,"Krische, Susan D",2,6,10,9,5,4,0,0,1,0,0,0,0,0,3.41
ACCY,302,Decision Making for Atg,"Nichol, Jennifer E",0,4,8,4,8,1,0,1,0,0,0,0,0,0,3.36
ACCY,302,Decision Making for Atg,"Sandretto, Michael J",7,43,24,38,27,11,6,1,0,0,0,0,0,0,3.45
ACCY,302,Decision Making for Atg,"Turner, Cynthia W",7,23,21,30,39,21,6,0,0,0,0,0,0,0,3.29
ACCY,302,Decision Making for Atg,"Wang, Jundong",1,9,12,9,4,0,1,0,0,0,0,0,0,0,3.56
ACCY,302,Decision Making for Atg,"Wu, Martin G",27,23,52,51,27,24,11,2,7,0,1,1,1,1,3.28
ACCY,302,Decision Making for Atg,"Wu, Yu-Ching",26,32,36,22,14,10,10,4,0,0,0,0,0,2,3.44
ACCY,302,Decision Making for Atg,"Zhang, Li",1,6,8,6,5,3,2,1,0,0,0,0,0,0,3.34
ACCY,303,Atg Institutions and Reg,"Arikan, Ozlem",6,28,18,20,8,2,0,0,0,0,0,0,0,0,3.63
ACCY,303,Atg Institutions and Reg,"Brown, Timothy J",29,151,158,106,126,58,19,23,5,4,2,4,2,0,3.34
ACCY,303,Atg Institutions and Reg,"Chang, Hye Sun",4,9,2,5,4,0,0,0,0,0,0,0,0,1,3.52
ACCY,303,Atg Institutions and Reg,"Czerney, Keith R",0,6,8,6,16,4,2,0,0,0,0,0,0,0,3.25
ACCY,303,Atg Institutions and Reg,"Elliott, W B",6,18,44,11,5,2,1,0,0,0,0,0,0,0,3.64
ACCY,303,Atg Institutions and Reg,"Grant, Stephanie M",3,3,6,3,4,0,1,1,2,0,0,0,0,0,3.29
ACCY,303,Atg Institutions and Reg,"Keshk, Walied E",12,15,10,5,2,0,0,0,0,0,0,0,0,0,3.8
ACCY,303,Atg Institutions and Reg,"Li, Siyi",3,20,17,14,24,8,2,0,2,0,1,0,0,0,3.33
ACCY,303,Atg Institutions and Reg,"Li, Wei",35,171,235,301,130,73,26,21,14,4,6,11,3,3,3.31
ACCY,303,Atg Institutions and Reg,"Li, Yue",35,72,62,80,50,28,21,13,4,0,2,1,2,5,3.28
ACCY,303,Atg Institutions and Reg,"Polinski, Paul W",0,13,9,13,11,8,0,4,0,0,0,0,0,0,3.29
ACCY,303,Atg Institutions and Reg,"Sandretto, Michael J",1,7,10,4,6,3,2,0,0,0,0,0,0,0,3.41
ACCY,303,Atg Institutions and Reg,"Schwartz, Rachel",45,108,49,39,32,33,20,11,8,2,1,6,2,0,3.36
ACCY,303,Atg Institutions and Reg,"Snyder, R William",1,3,8,7,3,1,0,2,0,0,1,0,0,0,3.28
ACCY,303,Atg Institutions and Reg,"Stern, Matthew T",1,2,9,9,5,0,2,1,0,0,0,0,0,0,3.33
ACCY,303,Atg Institutions and Reg,"Wang, Dongyi",4,6,6,8,6,6,2,0,0,0,0,0,0,0,3.35
ACCY,303,Atg Institutions and Reg,"Wang, Jundong",25,64,43,17,4,5,1,0,0,0,0,0,0,1,3.74
ACCY,303,Atg Institutions and Reg,"Zhu, Wei",41,66,79,64,65,24,35,9,15,9,4,8,1,2,3.17
ACCY,304,Accounting Control Systems,"Black, William H",1,12,21,14,19,7,2,2,0,0,0,0,0,0,3.33
ACCY,304,Accounting Control Systems,"Bol, Jasmijn C",30,11,25,37,52,23,7,10,0,0,0,0,0,0,3.24
ACCY,304,Accounting Control Systems,"Cheong, Seo Sun",8,8,12,10,6,0,0,4,0,0,2,0,0,0,3.39
ACCY,304,Accounting Control Systems,"Estep, Cassandra R",0,4,8,12,6,4,0,0,0,0,0,0,0,0,3.35
ACCY,304,Accounting Control Systems,"Fan, Qintao",30,43,84,43,53,51,2,9,4,0,2,1,2,0,3.3
ACCY,304,Accounting Control Systems,"Feller, Anita L",12,17,5,1,0,0,0,0,0,0,0,0,0,0,3.93
ACCY,304,Accounting Control Systems,"Koo, Seung Hyun",10,142,68,111,85,26,19,12,15,4,5,4,1,1,3.3
ACCY,304,Accounting Control Systems,"Leiby, Justin",0,22,58,54,20,2,0,0,2,0,0,0,2,0,3.43
ACCY,304,Accounting Control Systems,"Smith, Steven",4,25,35,29,54,27,12,2,2,1,0,0,1,0,3.19
ACCY,304,Accounting Control Systems,"Vance, Thomas W",8,74,99,155,67,17,6,13,2,2,3,0,2,0,3.35
ACCY,304,Accounting Control Systems,"Wang, Wei",0,109,81,91,81,25,12,11,0,2,3,2,4,0,3.33
ACCY,304,Accounting Control Systems,"Williamson, Michael",1,23,17,16,11,4,2,6,1,0,1,0,0,0,3.35
ACCY,304,Accounting Control Systems,"Wu, Martin G",52,174,162,148,99,47,15,4,5,0,0,2,2,0,3.47
ACCY,312,Principles of Taxation,"Bauer, Andrew M",18,100,102,85,101,45,25,15,4,2,5,0,0,4,3.27
ACCY,312,Principles of Taxation,"Chorvat, Elizabeth A",9,22,31,26,23,9,2,1,0,0,0,0,0,1,3.42
ACCY,312,Principles of Taxation,"Donohoe, Michael P",52,87,166,157,95,63,29,27,11,12,5,8,3,3,3.21
ACCY,312,Principles of Taxation,"Gale, Brian T",12,14,0,4,16,0,0,6,0,0,2,0,0,0,3.32
ACCY,312,Principles of Taxation,"Henderson, Belinda C",4,43,10,11,57,1,1,8,0,0,3,0,1,2,3.24
ACCY,312,Principles of Taxation,"Holder, Charles B",0,28,0,13,27,0,5,2,0,0,0,0,0,0,3.36
ACCY,312,Principles of Taxation,"Holder, Daniel E",14,149,17,21,129,15,7,35,5,0,6,0,1,6,3.24
ACCY,312,Principles of Taxation,"Hutchens, Matthew",3,31,14,9,20,20,1,2,1,0,1,0,0,1,3.3
ACCY,312,Principles of Taxation,"Hutchens, Michelle L",0,17,3,10,0,6,0,4,0,2,1,0,0,0,3.26
ACCY,312,Principles of Taxation,"Laux, Rick C",1,15,2,5,5,5,0,1,0,0,0,0,0,0,3.48
ACCY,312,Principles of Taxation,"Lisowsky, Petro",19,91,86,157,103,61,14,14,10,0,0,0,0,4,3.27
ACCY,312,Principles of Taxation,"Snyder, R William",2,10,6,8,4,0,2,2,1,0,0,0,0,0,3.4
ACCY,312,Principles of Taxation,"Varadharajan, Anupama",7,82,93,155,151,77,28,2,2,0,0,0,0,3,3.24
ACCY,398,Practical Problems in Atg,"Nekrasz, Frank",570,21,2,14,2,0,0,10,0,0,0,0,0,1,3.94
ACCY,405,Assurance and Attestation,"Asante Appiah, Bright",2,35,68,69,52,28,11,3,0,1,1,0,1,0,3.29
ACCY,405,Assurance and Attestation,"Bauer, Timothy D",18,107,217,280,118,45,21,3,5,1,0,0,0,2,3.39
ACCY,405,Assurance and Attestation,"Gordon, Shawn J",0,9,4,8,8,6,2,0,0,0,0,0,0,0,3.3
ACCY,405,Assurance and Attestation,"Grenier, Jonathan H",0,20,13,14,13,3,1,0,1,0,0,0,0,0,3.47
ACCY,405,Assurance and Attestation,"Hetrick, Kamber V",1,9,12,16,10,1,0,2,0,0,0,0,1,0,3.35
ACCY,405,Assurance and Attestation,"Hillison, Sean M",0,6,7,8,8,0,0,1,1,0,1,0,0,0,3.28
ACCY,405,Assurance and Attestation,"Mathrumandiram, Padmakuma",18,27,16,33,8,2,4,0,0,0,0,0,0,0,3.59
ACCY,405,Assurance and Attestation,"McHugh, Marion E",1,15,4,8,4,0,0,0,0,0,0,0,0,0,3.67
ACCY,405,Assurance and Attestation,"Peecher, Mark E",2,66,24,24,61,10,5,4,4,0,0,0,0,0,3.38
ACCY,405,Assurance and Attestation,"Pike, Joel E",6,43,26,34,70,10,2,4,3,0,1,0,0,1,3.3
ACCY,405,Assurance and Attestation,"Pomeroy, Bradley M",8,132,100,96,72,10,11,2,0,0,0,0,0,3,3.5
ACCY,405,Assurance and Attestation,"Poziemski, Elizabeth C",1,7,8,12,7,2,0,0,0,0,0,0,0,1,3.36
ACCY,405,Assurance and Attestation,"Rowe, Stephen P",4,18,8,18,4,0,0,0,0,0,0,0,0,0,3.64
ACCY,405,Assurance and Attestation,"Stern, Matthew T",3,8,3,9,6,6,1,1,0,0,0,0,0,0,3.33
ACCY,405,Assurance and Attestation,"Thompson, Anne M",3,54,106,114,95,27,20,4,3,1,0,0,0,1,3.31
ACCY,405,Assurance and Attestation,"Zimbelman, Aaron F",1,7,7,8,8,0,1,0,1,0,0,0,0,0,3.4
ACCY,410,Advanced Financial Reporting,"Chen, Ciao-Wei",5,16,10,32,13,15,6,0,0,0,0,0,0,0,3.3
ACCY,410,Advanced Financial Reporting,"Elliott, W B",3,19,11,6,9,10,0,2,0,0,2,0,0,0,3.35
ACCY,410,Advanced Financial Reporting,"Kustanovich, Michael",30,197,107,70,100,74,29,14,4,0,11,0,3,6,3.32
ACCY,410,Advanced Financial Reporting,"Steward, Cynthia G",27,43,49,45,55,35,13,11,2,2,0,1,1,3,3.23
ACCY,410,Advanced Financial Reporting,"Urcan, Oktay",28,34,17,31,27,29,13,1,0,0,0,0,1,1,3.32
ACCY,415,Auditing Stds and Practice,"Chatterton, Angel",2,1,6,2,2,5,0,0,3,0,0,0,0,0,3.1
ACCY,415,Auditing Stds and Practice,"Ciconte, William",0,67,45,71,52,32,8,13,3,1,0,0,1,1,3.27
ACCY,415,Auditing Stds and Practice,"Pesch, Heather L",3,33,15,6,22,9,0,2,4,0,4,0,0,1,3.27
ACCY,432,Intro to Mgt Info Systems,"Silhan, Peter A",1,9,7,2,3,0,0,0,0,0,0,0,0,0,3.7
ACCY,451,Advanced Income Tax Problems,"Bodtke, James E",11,55,24,28,69,18,10,8,0,1,0,0,0,0,3.31
ACCY,451,Advanced Income Tax Problems,"Cox, Sharon P",5,26,14,33,21,19,12,8,0,0,1,0,0,0,3.19
ACCY,451,Advanced Income Tax Problems,"Donohoe, Michael P",12,25,18,24,15,8,5,0,1,0,1,0,0,0,3.44
ACCY,451,Advanced Income Tax Problems,"Henderson, Belinda C",6,8,4,5,10,4,3,1,0,0,0,0,0,0,3.34
ACCY,451,Advanced Income Tax Problems,"Sternburg, Thomas",0,23,23,45,97,5,0,0,0,0,0,0,0,0,3.27
ACCY,500,"Atg Measuremnt, Rpting & Cntrl","Augusto Sampaio, Gerlando",25,28,24,24,27,17,0,0,0,0,0,0,0,0,3.49
ACCY,500,"Atg Measuremnt, Rpting & Cntrl","Brown, Clifton E",2,6,9,6,12,0,0,0,0,0,0,0,0,0,3.46
ACCY,500,"Atg Measuremnt, Rpting & Cntrl","Davis, Gregory L",18,68,63,42,35,16,8,2,1,0,0,0,0,0,3.51
ACCY,500,"Atg Measuremnt, Rpting & Cntrl","Finnegan, Thomas",0,54,5,4,1,0,0,0,0,0,0,0,0,0,3.92
ACCY,500,"Atg Measuremnt, Rpting & Cntrl","Peecher, Mark E",7,52,10,10,14,2,0,1,1,0,0,0,1,0,3.64
ACCY,500,"Atg Measuremnt, Rpting & Cntrl","Sandretto, Michael J",18,119,80,34,0,0,0,0,0,0,0,0,0,0,3.8
ACCY,500,"Atg Measuremnt, Rpting & Cntrl","Urcan, Oktay",25,93,37,16,45,4,5,0,0,0,0,0,6,3,3.5
ACCY,500,"Atg Measuremnt, Rpting & Cntrl","Venugopalan, Raghunathan",6,80,44,37,15,2,0,0,0,0,0,0,0,0,3.69
ACCY,500,"Atg Measuremnt, Rpting & Cntrl","Wright, William F",5,10,6,4,1,0,0,0,0,0,0,0,0,0,3.78
ACCY,500,"Atg Measuremnt, Rpting & Cntrl","Zhang, Li",33,81,32,33,64,43,12,8,0,0,2,0,0,0,3.36
ACCY,501,Accounting Analysis I,"Ahmed, Waqar",6,38,24,12,28,10,2,0,0,0,2,0,0,0,3.45
ACCY,501,Accounting Analysis I,"Ibrahim, Adel Nematallah",0,155,85,97,85,18,2,3,0,0,0,2,0,0,3.51
ACCY,501,Accounting Analysis I A,"Davis, Gregory L",0,6,8,5,2,1,1,0,0,0,0,0,0,0,3.52
ACCY,501,Accounting Analysis I B,"Davis, Gregory L",2,4,8,4,3,1,0,0,0,0,0,0,0,0,3.56
ACCY,502,Accounting Analysis II,"Kao, Glenda W",9,58,47,34,9,1,0,0,0,0,0,0,0,0,3.69
ACCY,502,Accounting Analysis II,"Schwartz, Rachel",75,183,115,86,36,11,15,7,0,2,3,0,0,0,3.63
ACCY,502,Accounting Analysis II,"Zhang, Li",5,24,5,23,8,11,4,5,1,0,0,1,0,0,3.29
ACCY,503,Managerial Accounting,"Carroll, Sandra",0,10,9,9,2,0,0,1,0,0,0,0,0,0,3.58
ACCY,503,Managerial Accounting,"Chandler, John S",29,20,8,9,4,0,0,0,0,0,0,0,0,0,3.82
ACCY,503,Managerial Accounting,"Fan, Qintao",4,19,20,9,8,7,0,0,0,0,0,0,0,0,3.55
ACCY,503,Managerial Accounting,"Hecht, Gary W",21,253,184,182,99,19,6,5,1,0,0,0,0,11,3.52
ACCY,503,Managerial Accounting,"Sandretto, Michael J",6,39,28,2,0,0,0,0,0,0,0,0,0,0,3.86
ACCY,503,Managerial Accounting,"Vance, Thomas W",4,11,17,7,8,2,2,0,0,0,0,0,0,0,3.52
ACCY,503,Managerial Accounting,"Venugopalan, Raghunathan",9,176,118,70,35,6,0,1,0,0,0,0,0,0,3.68
ACCY,503,Managerial Accounting,"Wu, Martin G",5,26,14,3,7,3,1,0,0,0,0,0,0,0,3.67
ACCY,504,Auditing,"Chatterton, Angel",0,53,95,78,42,20,6,2,1,0,0,0,0,0,3.43
ACCY,504,Auditing,"Mathrumandiram, Padmakuma",58,48,26,10,4,0,0,0,0,0,0,0,0,0,3.87
ACCY,504,Auditing,"Peecher, Mark E",3,15,3,3,15,0,0,0,0,0,0,0,0,0,3.54
ACCY,504,Auditing,"Pesch, Heather L",1,122,65,0,135,7,2,1,0,0,0,0,0,0,3.49
ACCY,504,Auditing,"Turner, Cynthia W",15,61,47,47,30,0,0,0,0,0,0,0,0,0,3.62
ACCY,505,Federal Taxation,"Chatterton, Angel",1,5,13,13,2,3,0,0,0,0,0,1,0,0,3.41
ACCY,505,Federal Taxation,"Cox, Sharon P",23,150,65,52,95,26,0,1,1,0,1,0,0,0,3.53
ACCY,505,Federal Taxation,"Finnegan, Thomas",0,480,107,90,17,1,0,1,0,0,0,0,0,0,3.83
ACCY,505,Federal Taxation,"Henderson, Belinda C",6,6,3,4,5,5,0,1,0,0,0,0,0,0,3.42
ACCY,505,Federal Taxation,"Holder, Charles B",1,18,0,7,5,1,0,0,0,0,0,0,0,0,3.66
ACCY,505,Federal Taxation,"Holder, Daniel E",0,41,0,0,15,0,0,4,0,0,0,0,0,0,3.62
ACCY,510,Financial Reporting Standards,"Beck, Paul J",1,12,14,12,73,71,0,9,1,0,1,0,2,0,2.92
ACCY,510,Financial Reporting Standards,"Doogar, Rajib K",0,72,66,58,66,36,7,3,1,0,0,0,0,0,3.37
ACCY,510,Financial Reporting Standards,"Hepp, John",34,88,80,75,60,20,0,1,0,0,0,0,0,0,3.54
ACCY,510,Financial Reporting Standards,"Polinski, Paul W",0,196,250,180,147,17,1,1,0,0,0,0,0,1,3.52
ACCY,510,Financial Reporting Standards,"Steward, Cynthia G",20,155,40,61,54,11,10,5,2,0,0,0,0,0,3.57
ACCY,511,External Risk Measurement/Rept,"Abdel-Khalik, Ahmed R",0,28,14,9,5,1,0,0,0,0,0,0,0,0,3.7
ACCY,511,Risk Measurement/Reporting I,"Abdel-Khalik, Ahmed R",1,81,107,113,54,4,0,0,0,0,0,0,1,0,3.52
ACCY,511,Risk Measurement/Reporting I,"Narayanamoorthy, Ganapath",30,97,181,118,56,0,0,0,0,0,0,0,0,0,3.6
ACCY,511,Risk Measurement/Reporting I,"Sougiannis, Theodore",12,101,140,129,77,16,4,8,0,0,0,0,0,0,3.48
ACCY,511,Risk Measurement/Reporting I,"Steward, Cynthia G",6,25,30,28,26,13,5,0,0,0,0,0,0,0,3.4
ACCY,511,Risk Measurement/Reporting I,"Zong, Bing",2,8,6,17,7,3,1,1,1,0,0,0,0,0,3.34
ACCY,512,Internal Risk Measurement/Rept,"Chandler, John S",6,29,18,11,14,1,0,0,0,0,0,0,0,0,3.64
ACCY,512,Internal Risk Measurement/Rept,"Du, Fei",5,8,4,8,0,0,0,0,0,0,0,0,0,0,3.73
ACCY,512,Internal Risk Measurement/Rept,"Hecht, Gary W",0,10,37,14,6,0,2,0,0,0,0,0,0,0,3.55
ACCY,512,Risk Measurement/Reporting II,"Chandler, John S",87,497,248,107,34,8,3,0,0,0,0,1,0,1,3.79
ACCY,512,Risk Measurement/Reporting II,"Hecht, Gary W",0,98,91,46,23,6,0,2,0,0,0,0,0,0,3.64
ACCY,512,Risk Measurement/Reporting II,"Schwartz, Rachel",33,413,58,29,16,12,4,1,0,0,0,0,0,0,3.86
ACCY,512,Risk Measurement/Reporting II,"Wu, Martin G",24,60,24,31,19,14,0,1,0,0,0,0,0,0,3.61
ACCY,515,Auditing & Assurance Standards,"Beck, Paul J",1,81,24,29,102,22,0,7,0,0,0,0,0,0,3.35
ACCY,515,Auditing & Assurance Standards,"Chatterton, Angel",0,0,2,6,9,3,1,0,0,0,0,0,0,0,3.08
ACCY,515,Auditing & Assurance Standards,"Hobson, Jessen L",0,183,149,145,107,32,3,7,3,0,0,1,0,1,3.48
ACCY,515,Auditing & Assurance Standards,"Majors, Tracie M",0,74,32,34,43,7,1,0,0,0,0,0,0,0,3.54
ACCY,515,Auditing & Assurance Standards,"Mathrumandiram, Padmakuma",10,7,3,1,2,0,0,0,0,0,0,0,0,0,3.84
ACCY,515,Auditing & Assurance Standards,"McHugh, Marion E",1,18,11,17,12,1,0,0,0,0,0,0,0,0,3.53
ACCY,515,Auditing & Assurance Standards,"Nekrasz, Frank",1,10,3,3,4,0,0,0,0,0,0,0,0,0,3.67
ACCY,515,Auditing & Assurance Standards,"Williams, Devin J",0,11,9,12,13,3,0,0,0,0,0,0,0,0,3.42
ACCY,515,Auditing & Assurance Standards,"Zhou, Yuepin",0,12,21,30,15,9,1,0,0,0,0,0,0,0,3.37
ACCY,517,Financial Statement Analysis,"Abdel-Khalik, Ahmed R",0,5,6,11,0,0,0,0,0,0,0,0,0,0,3.58
ACCY,517,Financial Statement Analysis,"Elliott, W B",1,53,22,0,1,0,0,1,0,0,0,0,0,0,3.87
ACCY,517,Financial Statement Analysis,"Ibrahim, Adel Nematallah",3,455,205,253,257,101,12,14,1,0,0,0,0,3,3.47
ACCY,517,Financial Statement Analysis,"Imhoff, Eugene A",2,5,12,17,40,20,0,0,0,0,0,0,0,0,3.15
ACCY,517,Financial Statement Analysis,"Jackson, Kevin",9,57,12,4,5,1,1,1,0,0,0,0,0,0,3.81
ACCY,517,Financial Statement Analysis,"Li, Yue",1,8,0,11,3,0,0,0,0,0,0,0,0,0,3.55
ACCY,517,Financial Statement Analysis,"Zhang, Li",12,56,15,13,31,5,0,0,0,0,0,0,0,0,3.61
ACCY,518,Financial Statement Fraud,"Nekrasz, Frank",58,19,0,1,2,0,0,0,0,0,0,0,0,0,3.97
ACCY,551,Corporate Income Taxation,"Kalish, Kent J",12,10,6,4,12,2,0,0,0,0,0,0,0,0,3.58
ACCY,551,Corporate Income Taxation,"Shaw, Jeffrey M",22,17,6,12,24,1,3,3,0,0,1,0,0,0,3.45
ACCY,551,Corporate Income Taxation,"Sternburg, Thomas",0,41,23,63,131,9,1,0,0,0,0,0,0,0,3.27
ACCY,552,Partnership Income Taxation,"Crowley, Vincent S",9,11,15,11,18,7,2,1,0,0,0,0,0,0,3.39
ACCY,552,Partnership Income Taxation,"Guzman, Laura",12,12,0,14,18,1,3,0,0,0,0,0,0,0,3.44
ACCY,552,Partnership Income Taxation,"Hart, Michael T",9,12,9,9,9,4,1,0,0,0,0,0,1,0,3.46
ACCY,552,Partnership Income Taxation,"Johnson, Joseph A",2,6,4,3,6,0,0,0,0,0,1,0,0,0,3.44
ACCY,552,Partnership Income Taxation,"Selin, Dmitry",5,4,4,4,5,2,0,0,0,0,0,0,0,0,3.51
ACCY,552,Partnership Income Taxation,"Sternburg, Thomas",0,42,44,47,100,4,1,0,0,0,0,0,0,0,3.36
ACCY,553,Advanced Tax Topics,"Aquino, Glenn D",9,16,18,16,6,9,0,0,0,0,0,0,0,0,3.53
ACCY,553,Advanced Tax Topics,"Lawler, Michael R",1,3,11,5,9,0,0,0,0,0,0,0,0,0,3.45
ACCY,553,Advanced Topics in Acctg,"Lawler, Michael R",5,10,8,6,1,0,0,0,0,0,0,0,0,0,3.74
ACCY,553,Multi-jurisdictional Taxation,"Engle, Howard S",6,9,18,12,12,2,0,0,0,0,0,0,0,0,3.51
ACCY,553,Selected Topics in Fed Tax,"Sternburg, Thomas",1,24,20,23,43,0,0,0,0,0,0,0,0,0,3.41
ACCY,553,Tax of Closely-held Entities,"Whitlock, Brian T",11,31,17,12,3,0,0,0,0,0,0,0,0,0,3.77
ACCY,554,International Taxation,"Engle, Howard S",19,33,28,25,45,7,0,0,0,0,0,0,0,0,3.49
ACCY,555,Inc Tx Acctg & Multistate Tx,"Bergmann, Gregory A",0,7,11,20,6,1,0,0,0,0,0,0,0,0,3.46
ACCY,555,Inc Tx Acctg & Multistate Tx,"Lawler, Michael R",4,23,26,24,9,2,0,0,0,0,0,0,0,0,3.59
ACCY,556,Tax Research,"Aquino, Glenn D",9,19,10,10,6,2,0,0,0,0,0,0,0,0,3.67
ACCY,556,Tax Research,"Chorvat, Elizabeth A",3,50,78,56,10,4,0,0,0,0,0,0,0,0,3.61
ACCY,556,Tax Research,"Fotzler, Jonathan B",0,10,13,3,1,1,0,0,0,0,0,0,0,0,3.69
ACCY,556,Tax Research,"Holder, Daniel E",0,32,26,8,32,10,2,2,0,0,0,0,0,0,3.4
ACCY,556,Tax Research,"Varadharajan, Anupama",17,24,32,31,21,4,0,0,0,0,0,0,0,0,3.55
ACCY,557,Accounting Periods & Methods,"Aquino, Glenn D",6,73,4,5,27,0,2,3,0,0,0,0,0,0,3.66
ACCY,557,Accounting Periods & Methods,"Ulleweit, Michael",0,12,20,10,4,0,0,0,0,0,0,0,0,0,3.62
ACCY,557,Consolidated Tax Returns,"Aquino, Glenn D",6,21,31,17,5,8,0,0,0,0,0,0,0,0,3.58
ACCY,557,Consolidated Tax Returns,"Kalish, Kent J",7,10,12,10,6,0,0,0,0,0,0,0,0,0,3.63
ACCY,557,Reorganizations,"McAlpine, William C",14,34,35,20,16,14,0,0,0,0,0,0,0,0,3.55
ACCY,558,Taxation of Closely-Held Bus.,"Mudd, Gregory L",3,12,5,1,4,0,0,0,0,0,0,0,1,0,3.6
ACCY,558,Taxation of Closely-Held Bus.,"Whitlock, Brian T",13,64,38,13,6,0,0,0,0,0,0,0,0,0,3.8
ACCY,559,IRS Procedures,"Meier, Walter K",1,25,34,26,13,4,1,0,0,0,0,0,0,0,3.53
ACCY,559,Tax Policy,"Giertz, J F",4,66,56,28,12,0,0,0,0,0,0,0,0,0,3.7
ACCY,560,Information in Value Creation,"Brown, Clifton E",2,13,17,8,3,0,0,0,0,0,0,0,0,0,3.67
ACCY,560,Information in Value Creation,"Chandler, John S",97,169,140,31,11,0,0,0,0,0,0,0,0,0,3.83
ACCY,561,Taxes and Business Strategy,"Davis, Jon S",4,29,14,11,38,5,0,1,0,0,0,0,0,0,3.42
ACCY,570,Data Analytics Foundations,"Brunner, Robert J",13,102,11,5,3,1,1,2,0,0,0,0,0,0,3.88
ACCY,570,Data Anlaytics Foundations,"Brunner, Robert J",5,16,7,3,8,1,0,0,0,0,0,0,0,0,3.66
ACCY,571,Stat Analyses for Accountancy,"Brunner, Robert J",1,66,47,23,28,4,2,4,0,2,1,0,0,0,3.53
ACCY,575,Data Analytics Apps in ACCY,"Hecht, Gary W",0,18,18,1,1,0,0,0,0,0,0,0,0,0,3.8
ACCY,593,Advanced Topics in Accounting,"Ahmed, Waqar",16,70,12,11,96,4,0,1,0,0,0,0,0,0,3.45
ACCY,593,Special Research Problems,"Ahmed, Waqar",12,28,18,23,27,4,0,2,0,0,0,0,0,0,3.49
ACCY,593,Special Research Problems,"Nekrasz, Frank",131,139,20,9,1,0,0,0,0,0,0,0,0,0,3.95
ACCY,593,Special Research Problems,"Ziegler, Richard E",23,92,9,17,62,1,0,0,0,0,0,0,0,0,3.62
ACE,100,Agr Cons and Resource Econ,"Bullock, David S",2,2,5,3,3,1,0,0,3,0,3,0,0,0,2.91
ACE,100,Agr Cons and Resource Econ,"Goldsmith, Peter D",10,39,37,53,78,56,31,34,17,10,8,4,13,0,2.78
ACE,100,Agr Cons and Resource Econ,"Gundersen, Lisa C",93,260,230,225,305,170,135,151,94,59,75,56,74,7,2.76
ACE,100,Agr Cons and Resource Econ,"Hanig, Ross A",1,5,6,8,4,7,6,4,4,2,1,1,1,0,2.73
